incident_number,calendaryear,month,incdate,problem,responsearea,prioritydescription,council_district,location,longitude,latitude
23043661,2023,Mar,03/24/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0503,1F,1,"(-97.698277,30.289206)",-97.698277,30.289206
23043828,2023,Mar,03/24/2023 12:00:00 AM,BOX -Structure Fire,00-4101,1F,1,"(-97.611492,30.356403)",-97.611492,30.356403
23043837,2023,Mar,03/24/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4303,1F,8,"(-97.923278,30.187692)",-97.923278,30.187692
23044004,2023,Mar,03/24/2023 12:00:00 AM,BOX -Structure Fire,00-3501,1F,2,"(-97.743455,30.216092)",-97.743455,30.216092
23044044,2023,Mar,03/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0803,1F,4,"(-97.711808,30.363009)",-97.711808,30.363009
23044439,2023,Mar,03/25/2023 12:00:00 AM,BOX -Structure Fire,00-2403,1F,2,"(-97.763665,30.194651)",-97.763665,30.194651
23044441,2023,Mar,03/25/2023 12:00:00 AM,BOX -Structure Fire,00-2403,1F,2,"(-97.765310,30.192780)",-97.76531,30.19278
23044498,2023,Mar,03/25/2023 12:00:00 AM,BOX -Structure Fire,,1F,-,"(-97.850044,30.480589)",-97.850044,30.480589
23044509,2023,Mar,03/25/2023 12:00:00 AM,BOX -Structure Fire,00-3303,1F,10,"(-97.747732,30.405634)",-97.747732,30.405634
23044812,2023,Mar,03/26/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1702,1F,2,"(-97.786901,30.210727)",-97.786901,30.210727
23045030,2023,Mar,03/27/2023 12:00:00 AM,BOX -Structure Fire,00-1804,1F,4,"(-97.699274,30.328585)",-97.699274,30.328585
23045103,2023,Mar,03/27/2023 12:00:00 AM,BOX -Structure Fire,00-1708,1F,3,"(-97.764716,30.221553)",-97.764716,30.221553
23045217,2023,Mar,03/27/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-3401,1F,6,"(-97.791675,30.456541)",-97.791675,30.456541
23045350,2023,Mar,03/27/2023 12:00:00 AM,BOXL- Structure Fire,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231
23045437,2023,Mar,03/27/2023 12:00:00 AM,BOXL- Structure Fire,00-2403,1F,2,"(-97.763795,30.198039)",-97.763795,30.198039
23045438,2023,Mar,03/27/2023 12:00:00 AM,BOX -Structure Fire,00-2403,1F,2,"(-97.765310,30.192780)",-97.76531,30.19278
23045501,2023,Mar,03/28/2023 12:00:00 AM,BOX -Structure Fire,04-2605,1F,-,"(-97.631319,30.259880)",-97.631319,30.25988
23045639,2023,Mar,03/28/2023 12:00:00 AM,BOX -Structure Fire,00-2201,1F,3,"(-97.726456,30.226897)",-97.726456,30.226897
23045801,2023,Mar,03/28/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.727326,30.235410)",-97.727326,30.23541
23045843,2023,Mar,03/28/2023 12:00:00 AM,BOXL- Structure Fire,00-4004,1F,7,"(-97.668077,30.396712)",-97.668077,30.396712
23045863,2023,Mar,03/29/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0402,1F,9,"(-97.760929,30.285990)",-97.760929,30.28599
23045932,2023,Mar,03/29/2023 12:00:00 AM,BOXL- Structure Fire,00-2401,1F,2,"(-97.741241,30.189513)",-97.741241,30.189513
23046056,2023,Mar,03/29/2023 12:00:00 AM,BOXL- Structure Fire,00-1502,1F,3,"(-97.690014,30.244424)",-97.690014,30.244424
23046115,2023,Mar,03/29/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4204,1F,2,"(-97.666314,30.202330)",-97.666314,30.20233
23046314,2023,Mar,03/29/2023 12:00:00 AM,BOXL- Structure Fire,00-2202,1F,9,"(-97.733133,30.239085)",-97.733133,30.239085
23046327,2023,Mar,03/30/2023 12:00:00 AM,BOX -Structure Fire,00-3605,1F,5,"(-97.811650,30.181458)",-97.81165,30.181458
23046365,2023,Mar,03/30/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1803,1F,4,"(-97.703472,30.319094)",-97.703472,30.319094
23046482,2023,Mar,03/30/2023 12:00:00 AM,BOXS - Still Box Alarm,04-2304,1F,-,"(-97.668554,30.352510)",-97.668554,30.35251
23046506,2023,Mar,03/30/2023 12:00:00 AM,BOX -Structure Fire,04-2801,1F,7,"(-97.694746,30.438536)",-97.694746,30.438536
23046863,2023,Mar,03/31/2023 12:00:00 AM,BOXL- Structure Fire,00-0505,1F,1,"(-97.664805,30.285651)",-97.664805,30.285651
23047117,2023,Mar,03/31/2023 12:00:00 AM,BOX -Structure Fire,00-3502,1F,3,"(-97.737012,30.221792)",-97.737012,30.221792
23047302,2023,Mar,03/31/2023 12:00:00 AM,BOX -Structure Fire,00-2104,1F,10,"(-97.747254,30.366995)",-97.747254,30.366995
23047977,2023,Apr,04/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2303,1F,-,"(-97.680638,30.341281)",-97.680638,30.341281
23048143,2023,Apr,04/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-5103,1F,8,"(-97.821844,30.235057)",-97.821844,30.235057
23048147,2023,Apr,04/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3802,1F,6,"(-97.811427,30.455601)",-97.811427,30.455601
23048212,2023,Apr,04/03/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.736530,30.232048)",-97.73653,30.232048
23048283,2023,Apr,04/03/2023 12:00:00 AM,BOXS - Still Box Alarm,00-5102,1F,8,"(-97.840848,30.256044)",-97.840848,30.256044
23048442,2023,Apr,04/03/2023 12:00:00 AM,BOXL- Structure Fire,00-1708,1F,3,"(-97.754712,30.212000)",-97.754712,30.212
23048518,2023,Apr,04/03/2023 12:00:00 AM,BOX -Structure Fire,00-1803,1F,1,"(-97.696281,30.320365)",-97.696281,30.320365
23048526,2023,Apr,04/03/2023 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.706265,30.386743)",-97.706265,30.386743
23048655,2023,Apr,04/03/2023 12:00:00 AM,BOX -Structure Fire,00-1805,1F,4,"(-97.689020,30.326110)",-97.68902,30.32611
23049585,2023,Apr,04/05/2023 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.703940,30.368521)",-97.70394,30.368521
23049598,2023,Apr,04/05/2023 12:00:00 AM,BOX -Structure Fire,00-4103,1F,1,"(-97.615904,30.342965)",-97.615904,30.342965
23049677,2023,Apr,04/05/2023 12:00:00 AM,BOX -Structure Fire,00-1803,1F,-,"(-97.702209,30.318502)",-97.702209,30.318502
23049858,2023,Apr,04/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.698635,30.340763)",-97.698635,30.340763
23049894,2023,Apr,04/06/2023 12:00:00 AM,BOX -Structure Fire,00-1703,1F,5,"(-97.777707,30.223688)",-97.777707,30.223688
23050024,2023,Apr,04/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.758290,30.192661)",-97.75829,30.192661
23050079,2023,Apr,04/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0702,1F,3,"(-97.715351,30.257416)",-97.715351,30.257416
23050138,2023,Apr,04/06/2023 12:00:00 AM,BOXL- Structure Fire,00-1805,1F,1,"(-97.684630,30.328897)",-97.68463,30.328897
23050182,2023,Apr,04/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0101,1F,9,"(-97.739272,30.260425)",-97.739272,30.260425
23050322,2023,Apr,04/07/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.724670,30.367929)",-97.72467,30.367929
23050522,2023,Apr,04/07/2023 12:00:00 AM,BOXL- Structure Fire,00-1707,1F,3,"(-97.751186,30.225385)",-97.751186,30.225385
23050596,2023,Apr,04/07/2023 12:00:00 AM,BOX -Structure Fire,00-2303,1F,1,"(-97.677578,30.328919)",-97.677578,30.328919
23050652,2023,Apr,04/08/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.739272,30.260425)",-97.739272,30.260425
23050770,2023,Apr,04/08/2023 12:00:00 AM,BOXL- Structure Fire,00-1502,1F,3,"(-97.688798,30.244807)",-97.688798,30.244807
23050771,2023,Apr,04/08/2023 12:00:00 AM,BOXL- Structure Fire,00-1502,1F,3,"(-97.689133,30.244773)",-97.689133,30.244773
23050905,2023,Apr,04/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2903,1F,5,"(-97.820377,30.179501)",-97.820377,30.179501
23050994,2023,Apr,04/08/2023 12:00:00 AM,BOX -Structure Fire,04-3107,1F,10,"(-97.814907,30.375854)",-97.814907,30.375854
23051015,2023,Apr,04/08/2023 12:00:00 AM,BOXL- Structure Fire,00-1204,1F,7,"(-97.739712,30.327953)",-97.739712,30.327953
23051044,2023,Apr,04/08/2023 12:00:00 AM,BOXL- Structure Fire,00-3501,1F,2,"(-97.744030,30.215723)",-97.74403,30.215723
23051292,2023,Apr,04/09/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3701,1F,8,"(-97.862839,30.243428)",-97.862839,30.243428
23051387,2023,Apr,04/09/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2201,1F,3,"(-97.722292,30.226728)",-97.722292,30.226728
23051713,2023,Apr,04/10/2023 12:00:00 AM,BOXL- Structure Fire,00-1202,1F,7,"(-97.739644,30.325824)",-97.739644,30.325824
23051823,2023,Apr,04/10/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.752414,30.193495)",-97.752414,30.193495
23051861,2023,Apr,04/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147
23051921,2023,Apr,04/11/2023 12:00:00 AM,BOXL- Structure Fire,00-3701,1F,8,"(-97.861755,30.234995)",-97.861755,30.234995
23052285,2023,Apr,04/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1804,1F,4,"(-97.700641,30.325257)",-97.700641,30.325257
23052603,2023,Apr,04/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.748777,30.190052)",-97.748777,30.190052
23052712,2023,Apr,04/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4204,1F,2,"(-97.667429,30.201831)",-97.667429,30.201831
23052754,2023,Apr,04/12/2023 12:00:00 AM,BOX -Structure Fire,00-4301,1F,8,"(-97.888752,30.189621)",-97.888752,30.189621
23052802,2023,Apr,04/12/2023 12:00:00 AM,BOX -Structure Fire,00-0501,1F,1,"(-97.672181,30.278472)",-97.672181,30.278472
23052958,2023,Apr,04/13/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0601,1F,9,"(-97.735602,30.247324)",-97.735602,30.247324
23053195,2023,Apr,04/13/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0803,1F,4,"(-97.716971,30.362201)",-97.716971,30.362201
23053359,2023,Apr,04/14/2023 12:00:00 AM,BOXL- Structure Fire,00-0602,1F,3,"(-97.758461,30.232462)",-97.758461,30.232462
23053525,2023,Apr,04/14/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.705761,30.232598)",-97.705761,30.232598
23053604,2023,Apr,04/14/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.738583,30.301973)",-97.738583,30.301973
23053756,2023,Apr,04/14/2023 12:00:00 AM,BOXL- Structure Fire,00-2202,1F,3,"(-97.728385,30.233797)",-97.728385,30.233797
23053786,2023,Apr,04/15/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-1102,1F,5,"(-97.786140,30.240842)",-97.78614,30.240842
23054014,2023,Apr,04/15/2023 12:00:00 AM,BOX -Structure Fire,00-3604,1F,5,"(-97.790886,30.156647)",-97.790886,30.156647
23054073,2023,Apr,04/15/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.809064,30.203633)",-97.809064,30.203633
23054170,2023,Apr,04/15/2023 12:00:00 AM,BOX -Structure Fire,00-1705,1F,3,"(-97.775464,30.232769)",-97.775464,30.232769
23054356,2023,Apr,04/16/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.646674,30.405507)",-97.646674,30.405507
23054419,2023,Apr,04/16/2023 12:00:00 AM,BOXL- Structure Fire,00-3005,1F,4,"(-97.691618,30.370798)",-97.691618,30.370798
23054500,2023,Apr,04/16/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-1401,1F,9,"(-97.704900,30.302484)",-97.7049,30.302484
23054834,2023,Apr,04/17/2023 12:00:00 AM,BOXL- Structure Fire,00-1804,1F,4,"(-97.696643,30.337206)",-97.696643,30.337206
23055012,2023,Apr,04/17/2023 12:00:00 AM,BOX -Structure Fire,00-1803,1F,4,"(-97.704065,30.317053)",-97.704065,30.317053
23055169,2023,Apr,04/17/2023 12:00:00 AM,BOXL- Structure Fire,00-2305,1F,4,"(-97.695678,30.346802)",-97.695678,30.346802
23055171,2023,Apr,04/17/2023 12:00:00 AM,BOXL- Structure Fire,00-2005,1F,2,"(-97.786767,30.198765)",-97.786767,30.198765
23055211,2023,Apr,04/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3201,1F,8,"(-97.802954,30.258987)",-97.802954,30.258987
23055216,2023,Apr,04/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3801,1F,6,"(-97.791063,30.441506)",-97.791063,30.441506
23055315,2023,Apr,04/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2806,1F,7,"(-97.717048,30.410332)",-97.717048,30.410332
23055335,2023,Apr,04/18/2023 12:00:00 AM,BOX -Structure Fire,00-2205,1F,3,"(-97.684169,30.232439)",-97.684169,30.232439
23055336,2023,Apr,04/18/2023 12:00:00 AM,BOX -Structure Fire,00-2205,1F,3,"(-97.684169,30.232439)",-97.684169,30.232439
23055573,2023,Apr,04/18/2023 12:00:00 AM,BOXS - Still Box Alarm,04-2604,1F,-,"(-97.623101,30.282495)",-97.623101,30.282495
23056483,2023,Apr,04/20/2023 12:00:00 AM,BOXL- Structure Fire,00-0101,1F,9,"(-97.738233,30.257284)",-97.738233,30.257284
23057055,2023,Apr,04/21/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2301,1F,4,"(-97.679944,30.364250)",-97.679944,30.36425
23057146,2023,Apr,04/21/2023 12:00:00 AM,BOX -Structure Fire,00-0804,1F,7,"(-97.721129,30.358304)",-97.721129,30.358304
23057360,2023,Apr,04/22/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-2805,1F,7,"(-97.721377,30.396851)",-97.721377,30.396851
23057840,2023,Apr,04/23/2023 12:00:00 AM,BOX -Structure Fire,00-3005,1F,4,"(-97.691618,30.370798)",-97.691618,30.370798
23057860,2023,Apr,04/23/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.725390,30.260512)",-97.72539,30.260512
23057956,2023,Apr,04/23/2023 12:00:00 AM,BOXL- Structure Fire,00-0601,1F,9,"(-97.740484,30.238272)",-97.740484,30.238272
23058325,2023,Apr,04/24/2023 12:00:00 AM,BOXL- Structure Fire,00-1801,1F,1,"(-97.678743,30.312565)",-97.678743,30.312565
23058348,2023,Apr,04/24/2023 12:00:00 AM,BOXL- Structure Fire,00-2205,1F,3,"(-97.692688,30.224905)",-97.692688,30.224905
23058393,2023,Apr,04/24/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2801,1F,7,"(-97.691750,30.420099)",-97.69175,30.420099
23059193,2023,Apr,04/26/2023 12:00:00 AM,BOX -Structure Fire,00-1708,1F,3,"(-97.762364,30.218832)",-97.762364,30.218832
23059727,2023,Apr,04/27/2023 12:00:00 AM,BOXL- Structure Fire,00-1707,1F,3,"(-97.751186,30.225385)",-97.751186,30.225385
23059740,2023,Apr,04/28/2023 12:00:00 AM,BOX -Structure Fire,00-3607,1F,2,"(-97.778264,30.194384)",-97.778264,30.194384
23059783,2023,Apr,04/28/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.741845,30.268799)",-97.741845,30.268799
23060118,2023,Apr,04/28/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2306,1F,4,"(-97.694535,30.367439)",-97.694535,30.367439
23060203,2023,Apr,04/28/2023 12:00:00 AM,BOXL- Structure Fire,00-2306,1F,4,"(-97.694535,30.367439)",-97.694535,30.367439
23060755,2023,Apr,04/30/2023 12:00:00 AM,BOXL- Structure Fire,04-2610,1F,-,"(-97.638434,30.326187)",-97.638434,30.326187
23060785,2023,Apr,04/30/2023 12:00:00 AM,BOX -Structure Fire,00-2202,1F,3,"(-97.728230,30.234039)",-97.72823,30.234039
23060872,2023,Apr,04/30/2023 12:00:00 AM,BOX -Structure Fire,00-0102,1F,9,"(-97.743171,30.268161)",-97.743171,30.268161
23060880,2023,Apr,04/30/2023 12:00:00 AM,BOX -Structure Fire,00-4101,1F,1,"(-97.611928,30.347256)",-97.611928,30.347256
23061010,2023,Apr,04/30/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0401,1F,9,"(-97.759906,30.279064)",-97.759906,30.279064
23061321,2023,May,05/01/2023 12:00:00 AM,BOXL- Structure Fire,00-2201,1F,3,"(-97.720246,30.225885)",-97.720246,30.225885
23061438,2023,May,05/01/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1002,1F,10,"(-97.768444,30.306318)",-97.768444,30.306318
23061583,2023,May,05/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3401,1F,6,"(-97.791675,30.456541)",-97.791675,30.456541
23061607,2023,May,05/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0603,1F,3,"(-97.760895,30.238331)",-97.760895,30.238331
23061820,2023,May,05/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.710693,30.380841)",-97.710693,30.380841
23062516,2023,May,05/03/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-2805,1F,7,"(-97.723714,30.403537)",-97.723714,30.403537
23062603,2023,May,05/04/2023 12:00:00 AM,BOX -Structure Fire,00-2206,1F,3,"(-97.705184,30.222204)",-97.705184,30.222204
23062724,2023,May,05/04/2023 12:00:00 AM,BOXL- Structure Fire,00-0806,1F,7,"(-97.724484,30.380267)",-97.724484,30.380267
23063037,2023,May,05/04/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-0101,1F,9,"(-97.738237,30.260250)",-97.738237,30.26025
23063065,2023,May,05/05/2023 12:00:00 AM,BOXL- Structure Fire,00-0807,1F,7,"(-97.742265,30.393207)",-97.742265,30.393207
23063233,2023,May,05/05/2023 12:00:00 AM,BOXL- Structure Fire,00-3604,1F,5,"(-97.800316,30.159952)",-97.800316,30.159952
23063334,2023,May,05/05/2023 12:00:00 AM,BOXL- Structure Fire,00-1003,1F,10,"(-97.774555,30.285132)",-97.774555,30.285132
23063891,2023,May,05/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3802,1F,6,"(-97.811653,30.448862)",-97.811653,30.448862
23064362,2023,May,05/07/2023 12:00:00 AM,BOX -Structure Fire,00-2205,1F,3,"(-97.684169,30.232439)",-97.684169,30.232439
23064434,2023,May,05/08/2023 12:00:00 AM,BOX -Structure Fire,00-2806,1F,7,"(-97.706989,30.419028)",-97.706989,30.419028
23064579,2023,May,05/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3607,1F,2,"(-97.777017,30.197019)",-97.777017,30.197019
23064711,2023,May,05/08/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.740613,30.268461)",-97.740613,30.268461
23065180,2023,May,05/09/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3801,1F,6,"(-97.798978,30.443392)",-97.798978,30.443392
23065854,2023,May,05/11/2023 12:00:00 AM,BOXL- Structure Fire,00-1101,1F,5,"(-97.760022,30.261425)",-97.760022,30.261425
23065915,2023,May,05/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3605,1F,2,"(-97.798573,30.180144)",-97.798573,30.180144
23065943,2023,May,05/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2301,1F,4,"(-97.681801,30.365367)",-97.681801,30.365367
23066045,2023,May,05/11/2023 12:00:00 AM,BOXL- Structure Fire,00-1802,1F,1,"(-97.687141,30.312356)",-97.687141,30.312356
23066053,2023,May,05/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.712863,30.383652)",-97.712863,30.383652
23066196,2023,May,05/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0502,1F,1,"(-97.690299,30.283139)",-97.690299,30.283139
23066517,2023,May,05/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1708,1F,3,"(-97.764902,30.221296)",-97.764902,30.221296
23066802,2023,May,05/13/2023 12:00:00 AM,BOXL- Structure Fire,00-4301,1F,8,"(-97.875658,30.195068)",-97.875658,30.195068
23066823,2023,May,05/13/2023 12:00:00 AM,BOX -Structure Fire,00-3301,1F,10,"(-97.775547,30.405792)",-97.775547,30.405792
23066835,2023,May,05/13/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2102,1F,10,"(-97.766617,30.372392)",-97.766617,30.372392
23067088,2023,May,05/13/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2206,1F,3,"(-97.701706,30.215211)",-97.701706,30.215211
23067158,2023,May,05/13/2023 12:00:00 AM,BOX -Structure Fire,00-4503,1F,6,"(-97.767615,30.481453)",-97.767615,30.481453
23067450,2023,May,05/14/2023 12:00:00 AM,BOXL- Structure Fire,00-4503,1F,6,"(-97.772248,30.490015)",-97.772248,30.490015
23067869,2023,May,05/15/2023 12:00:00 AM,BOX -Structure Fire,00-4003,1F,1,"(-97.665420,30.370288)",-97.66542,30.370288
23068277,2023,May,05/16/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2303,1F,1,"(-97.672119,30.328152)",-97.672119,30.328152
23068324,2023,May,05/16/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.732581,30.232416)",-97.732581,30.232416
23068506,2023,May,05/16/2023 12:00:00 AM,BOXL- Structure Fire,00-4608,1F,5,"(-97.833290,30.155775)",-97.83329,30.155775
23068546,2023,May,05/16/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.737098,30.254999)",-97.737098,30.254999
23068701,2023,May,05/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231
23068773,2023,May,05/17/2023 12:00:00 AM,BOXL- Structure Fire,00-0803,1F,4,"(-97.708394,30.358281)",-97.708394,30.358281
23068781,2023,May,05/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.705761,30.232598)",-97.705761,30.232598
23068879,2023,May,05/17/2023 12:00:00 AM,BOXL- Structure Fire,00-3403,1F,6,"(-97.800213,30.472391)",-97.800213,30.472391
23069067,2023,May,05/18/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1104,1F,5,"(-97.762265,30.265183)",-97.762265,30.265183
23069536,2023,May,05/19/2023 12:00:00 AM,BOXL- Structure Fire,00-1707,1F,3,"(-97.751186,30.225385)",-97.751186,30.225385
23069951,2023,May,05/19/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.739077,30.289623)",-97.739077,30.289623
23070103,2023,May,05/20/2023 12:00:00 AM,BOX -Structure Fire,00-3808,1F,6,"(-97.780888,30.440958)",-97.780888,30.440958
23070270,2023,May,05/20/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231
23070613,2023,May,05/21/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.740974,30.216318)",-97.740974,30.216318
23070707,2023,May,05/21/2023 12:00:00 AM,BOXL- Structure Fire,00-4907,1F,5,"(-97.800507,30.125930)",-97.800507,30.12593
23070778,2023,May,05/21/2023 12:00:00 AM,BOX -Structure Fire,00-1605,1F,7,"(-97.733378,30.336474)",-97.733378,30.336474
23070790,2023,May,05/21/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.741268,30.261857)",-97.741268,30.261857
23070848,2023,May,05/21/2023 12:00:00 AM,BOX -Structure Fire,00-4608,1F,5,"(-97.844207,30.154078)",-97.844207,30.154078
23071118,2023,May,05/22/2023 12:00:00 AM,BOXL- Structure Fire,00-3801,1F,6,"(-97.798571,30.431114)",-97.798571,30.431114
23071148,2023,May,05/22/2023 12:00:00 AM,BOXL- Structure Fire,00-1803,1F,1,"(-97.694072,30.320782)",-97.694072,30.320782
23071154,2023,May,05/22/2023 12:00:00 AM,BOXL- Structure Fire,00-2803,1F,7,"(-97.686741,30.411299)",-97.686741,30.411299
23071709,2023,May,05/23/2023 12:00:00 AM,BOXL- Structure Fire,00-1502,1F,3,"(-97.689199,30.244767)",-97.689199,30.244767
23071912,2023,May,05/24/2023 12:00:00 AM,BOXL- Structure Fire,00-0804,1F,7,"(-97.721988,30.360655)",-97.721988,30.360655
23071946,2023,May,05/24/2023 12:00:00 AM,BOX -Structure Fire,00-2406,1F,2,"(-97.749186,30.150187)",-97.749186,30.150187
23072236,2023,May,05/24/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0101,1F,9,"(-97.738792,30.261782)",-97.738792,30.261782
23072348,2023,May,05/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2201,1F,3,"(-97.706268,30.226194)",-97.706268,30.226194
23072534,2023,May,05/25/2023 12:00:00 AM,BOX -Structure Fire,00-1701,1F,3,"(-97.768023,30.222916)",-97.768023,30.222916
23072620,2023,May,05/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3005,1F,4,"(-97.684478,30.368411)",-97.684478,30.368411
23072721,2023,May,05/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0807,1F,7,"(-97.739367,30.391997)",-97.739367,30.391997
23072922,2023,May,05/26/2023 12:00:00 AM,BOXL- Structure Fire,00-2501,1F,6,"(-97.739085,30.431731)",-97.739085,30.431731
23072938,2023,May,05/26/2023 12:00:00 AM,BOX -Structure Fire,00-0102,1F,9,"(-97.743599,30.265940)",-97.743599,30.26594
23073154,2023,May,05/26/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0201,1F,9,"(-97.746399,30.287332)",-97.746399,30.287332
23073183,2023,May,05/26/2023 12:00:00 AM,BOX -Structure Fire,00-3901,1F,6,"(-97.850877,30.399572)",-97.850877,30.399572
23073382,2023,May,05/27/2023 12:00:00 AM,BOXL- Structure Fire,00-4204,1F,2,"(-97.665375,30.202112)",-97.665375,30.202112
23073678,2023,May,05/27/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1102,1F,5,"(-97.777792,30.242568)",-97.777792,30.242568
23073794,2023,May,05/28/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.704848,30.397480)",-97.704848,30.39748
23074327,2023,May,05/29/2023 12:00:00 AM,BOX -Structure Fire,00-2205,1F,3,"(-97.698147,30.227940)",-97.698147,30.22794
23074368,2023,May,05/29/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.693122,30.369972)",-97.693122,30.369972
23074670,2023,May,05/30/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1710,1F,3,"(-97.774774,30.204985)",-97.774774,30.204985
23074693,2023,May,05/30/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4201,1F,2,"(-97.643144,30.208062)",-97.643144,30.208062
23074709,2023,May,05/30/2023 12:00:00 AM,BOXL- Structure Fire,00-4201,1F,2,"(-97.643338,30.208158)",-97.643338,30.208158
