incident_number,calendaryear,month,incdate,problem,responsearea,prioritydescription,council_district,location,longitude,latitude
23074785,2023,May,05/30/2023 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.776525,30.255652)",-97.776525,30.255652
23074913,2023,May,05/30/2023 12:00:00 AM,BOXL- Structure Fire,00-2502,1F,6,"(-97.739637,30.413678)",-97.739637,30.413678
23075269,2023,May,05/31/2023 12:00:00 AM,BOX -Structure Fire,05-4606,1F,-,"(-97.851371,30.166271)",-97.851371,30.166271
23075554,2023,May,05/31/2023 12:00:00 AM,BOXL- Structure Fire,00-4003,1F,1,"(-97.641046,30.357588)",-97.641046,30.357588
23075941,2023,Jun,06/01/2023 12:00:00 AM,BOXS - Still Box Alarm,04-4801,1F,-,"(-97.586001,30.248653)",-97.586001,30.248653
23076242,2023,Jun,06/02/2023 12:00:00 AM,BOXL- Structure Fire,00-2401,1F,2,"(-97.748236,30.187973)",-97.748236,30.187973
23076243,2023,Jun,06/02/2023 12:00:00 AM,BOXL- Structure Fire,00-2401,1F,2,"(-97.748236,30.187973)",-97.748236,30.187973
23076513,2023,Jun,06/03/2023 12:00:00 AM,BOX -Structure Fire,00-2005,1F,2,"(-97.782886,30.205695)",-97.782886,30.205695
23076635,2023,Jun,06/03/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4303,1F,8,"(-97.922178,30.190196)",-97.922178,30.190196
23076782,2023,Jun,06/03/2023 12:00:00 AM,BOX -Structure Fire,00-1707,1F,3,"(-97.751186,30.225385)",-97.751186,30.225385
23076842,2023,Jun,06/03/2023 12:00:00 AM,BOX -Structure Fire,00-0803,1F,4,"(-97.714796,30.357614)",-97.714796,30.357614
23076865,2023,Jun,06/03/2023 12:00:00 AM,BOXL- Structure Fire,00-1706,1F,3,"(-97.763796,30.225615)",-97.763796,30.225615
23076971,2023,Jun,06/03/2023 12:00:00 AM,BOX -Structure Fire,,1F,-,"(-97.831733,30.462425)",-97.831733,30.462425
23076988,2023,Jun,06/03/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.735791,30.220025)",-97.735791,30.220025
23077260,2023,Jun,06/04/2023 12:00:00 AM,BOX -Structure Fire,00-2305,1F,4,"(-97.701587,30.344937)",-97.701587,30.344937
23077293,2023,Jun,06/04/2023 12:00:00 AM,BOX -Structure Fire,00-0801,1F,4,"(-97.710996,30.375807)",-97.710996,30.375807
23077444,2023,Jun,06/04/2023 12:00:00 AM,BOXL- Structure Fire,00-1601,1F,7,"(-97.731572,30.350816)",-97.731572,30.350816
23077489,2023,Jun,06/05/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3503,1F,3,"(-97.726941,30.225513)",-97.726941,30.225513
23077523,2023,Jun,06/05/2023 12:00:00 AM,BOX -Structure Fire,00-1503,1F,3,"(-97.701999,30.253468)",-97.701999,30.253468
23077875,2023,Jun,06/05/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2201,1F,3,"(-97.721155,30.230773)",-97.721155,30.230773
23078134,2023,Jun,06/06/2023 12:00:00 AM,BOX -Structure Fire,00-3201,1F,8,"(-97.805270,30.262836)",-97.80527,30.262836
23078244,2023,Jun,06/06/2023 12:00:00 AM,BOXL- Structure Fire,00-1206,1F,10,"(-97.746649,30.309366)",-97.746649,30.309366
23078513,2023,Jun,06/07/2023 12:00:00 AM,BOX -Structure Fire,00-2807,1F,6,"(-97.731763,30.434316)",-97.731763,30.434316
23079103,2023,Jun,06/08/2023 12:00:00 AM,BOXL- Structure Fire,00-2502,1F,7,"(-97.734622,30.402595)",-97.734622,30.402595
23079139,2023,Jun,06/08/2023 12:00:00 AM,BOX -Structure Fire,00-2301,1F,1,"(-97.669040,30.373724)",-97.66904,30.373724
23079292,2023,Jun,06/08/2023 12:00:00 AM,BOXL- Structure Fire,00-2702,1F,8,"(-97.833604,30.228647)",-97.833604,30.228647
23079311,2023,Jun,06/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1701,1F,3,"(-97.768023,30.222916)",-97.768023,30.222916
23079321,2023,Jun,06/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231
23079324,2023,Jun,06/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1709,1F,3,"(-97.767355,30.217402)",-97.767355,30.217402
23079428,2023,Jun,06/09/2023 12:00:00 AM,BOX -Structure Fire,00-3502,1F,3,"(-97.745171,30.221078)",-97.745171,30.221078
23079500,2023,Jun,06/09/2023 12:00:00 AM,BOX -Structure Fire,04-4802,1F,-,"(-97.634822,30.219578)",-97.634822,30.219578
23079647,2023,Jun,06/09/2023 12:00:00 AM,BOXL- Structure Fire,00-4001,1F,1,"(-97.647504,30.389142)",-97.647504,30.389142
23079960,2023,Jun,06/10/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1802,1F,-,"(-97.689421,30.306201)",-97.689421,30.306201
23079964,2023,Jun,06/10/2023 12:00:00 AM,BOX -Structure Fire,00-1702,1F,3,"(-97.774117,30.221548)",-97.774117,30.221548
23079976,2023,Jun,06/10/2023 12:00:00 AM,BOX -Structure Fire,04-4801,1F,-,"(-97.583996,30.237083)",-97.583996,30.237083
23080232,2023,Jun,06/10/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.713334,30.340400)",-97.713334,30.3404
23080562,2023,Jun,06/11/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3802,1F,6,"(-97.816471,30.452503)",-97.816471,30.452503
23080770,2023,Jun,06/11/2023 12:00:00 AM,BOXL- Structure Fire,00-3203,1F,8,"(-97.788674,30.259389)",-97.788674,30.259389
23081004,2023,Jun,06/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3205,1F,8,"(-97.808078,30.254395)",-97.808078,30.254395
23081202,2023,Jun,06/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2807,1F,6,"(-97.747667,30.441895)",-97.747667,30.441895
23081664,2023,Jun,06/13/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4003,1F,1,"(-97.648662,30.367306)",-97.648662,30.367306
23081946,2023,Jun,06/14/2023 12:00:00 AM,BOXL- Structure Fire,00-2702,1F,8,"(-97.845743,30.233408)",-97.845743,30.233408
23082089,2023,Jun,06/14/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1103,1F,5,"(-97.785325,30.242704)",-97.785325,30.242704
23082158,2023,Jun,06/14/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.703903,30.235772)",-97.703903,30.235772
23082263,2023,Jun,06/14/2023 12:00:00 AM,BOXL- Structure Fire,00-1504,1F,1,"(-97.715123,30.270336)",-97.715123,30.270336
23082292,2023,Jun,06/14/2023 12:00:00 AM,BOX -Structure Fire,00-1403,1F,9,"(-97.723355,30.288554)",-97.723355,30.288554
23082539,2023,Jun,06/15/2023 12:00:00 AM,BOX -Structure Fire,00-2201,1F,3,"(-97.716814,30.231081)",-97.716814,30.231081
23082762,2023,Jun,06/15/2023 12:00:00 AM,BOX -Structure Fire,00-4201,1F,2,"(-97.640610,30.203920)",-97.64061,30.20392
23082821,2023,Jun,06/15/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2805,1F,7,"(-97.726431,30.396595)",-97.726431,30.396595
23083323,2023,Jun,06/16/2023 12:00:00 AM,BOX -Structure Fire,00-5002,1F,2,"(-97.618542,30.174087)",-97.618542,30.174087
23083324,2023,Jun,06/16/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3303,1F,10,"(-97.770012,30.422630)",-97.770012,30.42263
23083334,2023,Jun,06/16/2023 12:00:00 AM,BOXL- Structure Fire,00-2501,1F,6,"(-97.730350,30.412730)",-97.73035,30.41273
23083393,2023,Jun,06/16/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2306,1F,4,"(-97.691951,30.352645)",-97.691951,30.352645
23083463,2023,Jun,06/17/2023 12:00:00 AM,BOX -Structure Fire,00-3301,1F,10,"(-97.760745,30.394992)",-97.760745,30.394992
23083638,2023,Jun,06/17/2023 12:00:00 AM,BOX -Structure Fire,04-2604,1F,-,"(-97.612498,30.280627)",-97.612498,30.280627
23084067,2023,Jun,06/18/2023 12:00:00 AM,BOX -Structure Fire,00-1802,1F,4,"(-97.690980,30.307906)",-97.69098,30.307906
23084159,2023,Jun,06/18/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3402,1F,6,"(-97.797032,30.467164)",-97.797032,30.467164
23084161,2023,Jun,06/18/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2904,1F,5,"(-97.838267,30.169529)",-97.838267,30.169529
23084528,2023,Jun,06/19/2023 12:00:00 AM,BOXL- Structure Fire,00-0803,1F,4,"(-97.704068,30.354524)",-97.704068,30.354524
23084585,2023,Jun,06/19/2023 12:00:00 AM,BOX -Structure Fire,00-4103,1F,1,"(-97.641566,30.329133)",-97.641566,30.329133
23084631,2023,Jun,06/19/2023 12:00:00 AM,BOX -Structure Fire,00-2804,1F,7,"(-97.718651,30.400263)",-97.718651,30.400263
23084681,2023,Jun,06/19/2023 12:00:00 AM,BOXL- Structure Fire,00-3606,1F,2,"(-97.779988,30.193398)",-97.779988,30.193398
23084718,2023,Jun,06/19/2023 12:00:00 AM,BOX -Structure Fire,00-1204,1F,7,"(-97.738019,30.324026)",-97.738019,30.324026
23084771,2023,Jun,06/19/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.742130,30.269863)",-97.74213,30.269863
23084894,2023,Jun,06/20/2023 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.698951,30.386692)",-97.698951,30.386692
23084918,2023,Jun,06/20/2023 12:00:00 AM,BOX -Structure Fire,00-2501,1F,10,"(-97.758779,30.428527)",-97.758779,30.428527
23085344,2023,Jun,06/21/2023 12:00:00 AM,BOX -Structure Fire,00-0503,1F,1,"(-97.688855,30.293042)",-97.688855,30.293042
23085482,2023,Jun,06/21/2023 12:00:00 AM,BOX -Structure Fire,00-2104,1F,10,"(-97.745456,30.382487)",-97.745456,30.382487
23085634,2023,Jun,06/21/2023 12:00:00 AM,BOX -Structure Fire,00-4004,1F,1,"(-97.656029,30.386134)",-97.656029,30.386134
23085777,2023,Jun,06/21/2023 12:00:00 AM,BOX -Structure Fire,00-2601,1F,1,"(-97.627325,30.294676)",-97.627325,30.294676
23085833,2023,Jun,06/21/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.810997,30.190240)",-97.810997,30.19024
23085983,2023,Jun,06/22/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1402,1F,1,"(-97.704843,30.288522)",-97.704843,30.288522
23086278,2023,Jun,06/22/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.701967,30.370644)",-97.701967,30.370644
23086601,2023,Jun,06/23/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.705761,30.232598)",-97.705761,30.232598
23086607,2023,Jun,06/23/2023 12:00:00 AM,BOX -Structure Fire,00-1803,1F,4,"(-97.708877,30.308638)",-97.708877,30.308638
23086832,2023,Jun,06/23/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.732441,30.252726)",-97.732441,30.252726
23086957,2023,Jun,06/24/2023 12:00:00 AM,BOXL- Structure Fire,00-0101,1F,9,"(-97.736767,30.261230)",-97.736767,30.26123
23087202,2023,Jun,06/24/2023 12:00:00 AM,BOX -Structure Fire,00-2901,1F,8,"(-97.859098,30.205221)",-97.859098,30.205221
23087209,2023,Jun,06/24/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-3504,1F,2,"(-97.699424,30.214031)",-97.699424,30.214031
23087239,2023,Jun,06/24/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3701,1F,8,"(-97.893350,30.249442)",-97.89335,30.249442
23087253,2023,Jun,06/24/2023 12:00:00 AM,BOX -Structure Fire,00-3504,1F,2,"(-97.691995,30.217629)",-97.691995,30.217629
23087306,2023,Jun,06/24/2023 12:00:00 AM,BOX -Structure Fire,00-4608,1F,5,"(-97.845263,30.157885)",-97.845263,30.157885
23087513,2023,Jun,06/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2201,1F,3,"(-97.707624,30.221836)",-97.707624,30.221836
23087562,2023,Jun,06/25/2023 12:00:00 AM,BOXL- Structure Fire,00-1504,1F,1,"(-97.710066,30.267023)",-97.710066,30.267023
23087635,2023,Jun,06/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.742327,30.190112)",-97.742327,30.190112
23087760,2023,Jun,06/25/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147
23088485,2023,Jun,06/27/2023 12:00:00 AM,BOX -Structure Fire,00-4004,1F,1,"(-97.659306,30.390923)",-97.659306,30.390923
23088505,2023,Jun,06/27/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1710,1F,2,"(-97.772907,30.196899)",-97.772907,30.196899
23088782,2023,Jun,06/28/2023 12:00:00 AM,BOX -Structure Fire,00-4901,1F,5,"(-97.805734,30.142855)",-97.805734,30.142855
23088852,2023,Jun,06/28/2023 12:00:00 AM,BOXL- Structure Fire,00-0504,1F,1,"(-97.674056,30.299425)",-97.674056,30.299425
23088950,2023,Jun,06/28/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3504,1F,2,"(-97.684661,30.216567)",-97.684661,30.216567
23089184,2023,Jun,06/28/2023 12:00:00 AM,BOX -Structure Fire,00-0101,1F,9,"(-97.738041,30.266722)",-97.738041,30.266722
23089373,2023,Jun,06/29/2023 12:00:00 AM,BOX -Structure Fire,00-3504,1F,2,"(-97.688552,30.212679)",-97.688552,30.212679
23089720,2023,Jun,06/29/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1101,1F,5,"(-97.761823,30.255492)",-97.761823,30.255492
23089862,2023,Jun,06/30/2023 12:00:00 AM,BOX -Structure Fire,00-3611,1F,2,"(-97.784490,30.168416)",-97.78449,30.168416
23089944,2023,Jun,06/30/2023 12:00:00 AM,BOXL- Structure Fire,00-0801,1F,4,"(-97.719685,30.370654)",-97.719685,30.370654
23090030,2023,Jun,06/30/2023 12:00:00 AM,BOX -Structure Fire,00-1604,1F,4,"(-97.722208,30.331376)",-97.722208,30.331376
23090682,2023,Jul,07/02/2023 12:00:00 AM,BOX -Structure Fire,00-0101,1F,3,"(-97.734617,30.260567)",-97.734617,30.260567
23090690,2023,Jul,07/02/2023 12:00:00 AM,BOX -Structure Fire,00-1403,1F,9,"(-97.720696,30.292278)",-97.720696,30.292278
23090743,2023,Jul,07/02/2023 12:00:00 AM,BOXL- Structure Fire,00-0901,1F,9,"(-97.735252,30.301343)",-97.735252,30.301343
23091311,2023,Jul,07/03/2023 12:00:00 AM,BOX -Structure Fire,00-2901,1F,8,"(-97.855601,30.206018)",-97.855601,30.206018
23091328,2023,Jul,07/03/2023 12:00:00 AM,BOX -Structure Fire,00-4703,1F,10,"(-97.826491,30.329846)",-97.826491,30.329846
23091439,2023,Jul,07/03/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4306,1F,8,"(-97.887778,30.166968)",-97.887778,30.166968
23091467,2023,Jul,07/03/2023 12:00:00 AM,BOX -Structure Fire,00-0303,1F,9,"(-97.720199,30.294265)",-97.720199,30.294265
23091579,2023,Jul,07/03/2023 12:00:00 AM,BOXL- Structure Fire,00-1702,1F,3,"(-97.779283,30.210059)",-97.779283,30.210059
23091744,2023,Jul,07/04/2023 12:00:00 AM,BOXL- Structure Fire,00-3801,1F,6,"(-97.795652,30.446812)",-97.795652,30.446812
23091919,2023,Jul,07/04/2023 12:00:00 AM,BOXL- Structure Fire,00-2305,1F,4,"(-97.701587,30.344937)",-97.701587,30.344937
23092156,2023,Jul,07/04/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.748994,30.288277)",-97.748994,30.288277
23092272,2023,Jul,07/05/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0401,1F,9,"(-97.755803,30.269753)",-97.755803,30.269753
23092347,2023,Jul,07/05/2023 12:00:00 AM,BOX -Structure Fire,00-1804,1F,4,"(-97.697716,30.327843)",-97.697716,30.327843
23092454,2023,Jul,07/05/2023 12:00:00 AM,BOXMAR - Marina Fire,04-4701,1F,-,"(-97.810156,30.351337)",-97.810156,30.351337
23092536,2023,Jul,07/05/2023 12:00:00 AM,BOX -Structure Fire,00-0805,1F,7,"(-97.739805,30.362914)",-97.739805,30.362914
23093197,2023,Jul,07/07/2023 12:00:00 AM,BOX -Structure Fire,00-3611,1F,2,"(-97.772432,30.187121)",-97.772432,30.187121
23093688,2023,Jul,07/08/2023 12:00:00 AM,BOX -Structure Fire,,1F,-,"(-97.823769,30.472650)",-97.823769,30.47265
23093985,2023,Jul,07/08/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2608,1F,1,"(-97.651099,30.301627)",-97.651099,30.301627
23094106,2023,Jul,07/08/2023 12:00:00 AM,BOX -Structure Fire,04-4408,1F,-,"(-97.749952,30.447015)",-97.749952,30.447015
23094842,2023,Jul,07/10/2023 12:00:00 AM,BOXL- Structure Fire,00-2201,1F,3,"(-97.721474,30.229005)",-97.721474,30.229005
23094909,2023,Jul,07/10/2023 12:00:00 AM,BOXL- Structure Fire,00-1503,1F,3,"(-97.694081,30.252784)",-97.694081,30.252784
23095074,2023,Jul,07/10/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4403,1F,6,"(-97.767783,30.437475)",-97.767783,30.437475
23095186,2023,Jul,07/11/2023 12:00:00 AM,BOXL- Structure Fire,00-3604,1F,5,"(-97.789085,30.162182)",-97.789085,30.162182
23095718,2023,Jul,07/12/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0504,1F,1,"(-97.670466,30.288932)",-97.670466,30.288932
23095756,2023,Jul,07/12/2023 12:00:00 AM,BOX -Structure Fire,04-4801,1F,-,"(-97.587061,30.238057)",-97.587061,30.238057
23096315,2023,Jul,07/13/2023 12:00:00 AM,BOX -Structure Fire,00-1603,1F,4,"(-97.715665,30.323940)",-97.715665,30.32394
23096682,2023,Jul,07/14/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1706,1F,3,"(-97.769208,30.226932)",-97.769208,30.226932
23096755,2023,Jul,07/14/2023 12:00:00 AM,BOXL- Structure Fire,00-3801,1F,6,"(-97.787813,30.443227)",-97.787813,30.443227
23097266,2023,Jul,07/15/2023 12:00:00 AM,BOX -Structure Fire,00-1603,1F,4,"(-97.711011,30.333051)",-97.711011,30.333051
23097342,2023,Jul,07/15/2023 12:00:00 AM,BOX -Structure Fire,00-1801,1F,1,"(-97.677829,30.312862)",-97.677829,30.312862
23097844,2023,Jul,07/16/2023 12:00:00 AM,BOXL- Structure Fire,00-2608,1F,1,"(-97.654912,30.314828)",-97.654912,30.314828
23097973,2023,Jul,07/17/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-2804,1F,7,"(-97.718488,30.394673)",-97.718488,30.394673
23098277,2023,Jul,07/17/2023 12:00:00 AM,BOX -Structure Fire,00-2601,1F,1,"(-97.630731,30.293849)",-97.630731,30.293849
23098410,2023,Jul,07/17/2023 12:00:00 AM,BOXL- Structure Fire,00-1801,1F,1,"(-97.665108,30.313135)",-97.665108,30.313135
23098492,2023,Jul,07/17/2023 12:00:00 AM,BOXS - Still Box Alarm,00-1407,1F,4,"(-97.713073,30.314897)",-97.713073,30.314897
23098778,2023,Jul,07/18/2023 12:00:00 AM,BOX -Structure Fire,00-2101,1F,10,"(-97.749323,30.357952)",-97.749323,30.357952
23099025,2023,Jul,07/19/2023 12:00:00 AM,BOXS - Still Box Alarm,00-4101,1F,1,"(-97.620546,30.347126)",-97.620546,30.347126
23099372,2023,Jul,07/19/2023 12:00:00 AM,BOX -Structure Fire,00-1801,1F,1,"(-97.687625,30.321049)",-97.687625,30.321049
23099472,2023,Jul,07/20/2023 12:00:00 AM,BOX -Structure Fire,00-1407,1F,4,"(-97.708109,30.315342)",-97.708109,30.315342
23099711,2023,Jul,07/20/2023 12:00:00 AM,BOX -Structure Fire,00-2801,1F,7,"(-97.697807,30.435161)",-97.697807,30.435161
23099734,2023,Jul,07/20/2023 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.781292,30.246332)",-97.781292,30.246332
23099905,2023,Jul,07/20/2023 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-2805,1F,7,"(-97.718733,30.401934)",-97.718733,30.401934
23100424,2023,Jul,07/22/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.808600,30.203086)",-97.8086,30.203086
23100475,2023,Jul,07/22/2023 12:00:00 AM,BOXS - Still Box Alarm,00-3402,1F,6,"(-97.801126,30.460816)",-97.801126,30.460816
23100693,2023,Jul,07/22/2023 12:00:00 AM,BOXL- Structure Fire,00-2206,1F,3,"(-97.701706,30.215211)",-97.701706,30.215211
23100775,2023,Jul,07/22/2023 12:00:00 AM,BOX -Structure Fire,00-1405,1F,9,"(-97.718117,30.297656)",-97.718117,30.297656
23100779,2023,Jul,07/22/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2501,1F,6,"(-97.747932,30.429937)",-97.747932,30.429937
23100891,2023,Jul,07/23/2023 12:00:00 AM,BOXL- Structure Fire,00-2205,1F,3,"(-97.694204,30.237565)",-97.694204,30.237565
23101089,2023,Jul,07/23/2023 12:00:00 AM,BOXS - Still Box Alarm,00-0604,1F,9,"(-97.755390,30.250800)",-97.75539,30.2508
23101325,2023,Jul,07/23/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2403,1F,2,"(-97.762870,30.187706)",-97.76287,30.187706
23101635,2023,Jul,07/24/2023 12:00:00 AM,BOX -Structure Fire,00-3607,1F,2,"(-97.779038,30.188797)",-97.779038,30.188797
23101649,2023,Jul,07/24/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-3404,1F,6,"(-97.801724,30.480969)",-97.801724,30.480969
23102651,2023,Jul,07/26/2023 12:00:00 AM,BOX -Structure Fire,00-2706,1F,8,"(-97.887335,30.215862)",-97.887335,30.215862
23102953,2023,Jul,07/27/2023 12:00:00 AM,BOX -Structure Fire,00-2406,1F,2,"(-97.747724,30.149767)",-97.747724,30.149767
23103131,2023,Jul,07/27/2023 12:00:00 AM,BOX -Structure Fire,00-0202,1F,9,"(-97.744573,30.281479)",-97.744573,30.281479
23103539,2023,Jul,07/28/2023 12:00:00 AM,BOX -Structure Fire,00-2201,1F,3,"(-97.720395,30.225888)",-97.720395,30.225888
23103593,2023,Jul,07/28/2023 12:00:00 AM,BOXL- Structure Fire,00-2303,1F,1,"(-97.677578,30.328919)",-97.677578,30.328919
23103762,2023,Jul,07/29/2023 12:00:00 AM,BOX -Structure Fire,00-2305,1F,4,"(-97.703550,30.346896)",-97.70355,30.346896
23103791,2023,Jul,07/29/2023 12:00:00 AM,BOX -Structure Fire,00-2402,1F,2,"(-97.750407,30.199664)",-97.750407,30.199664
23104573,2023,Jul,07/30/2023 12:00:00 AM,BOXL- Structure Fire,00-1504,1F,1,"(-97.699756,30.276195)",-97.699756,30.276195
23104622,2023,Jul,07/31/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-1504,1F,1,"(-97.700566,30.273522)",-97.700566,30.273522
23104646,2023,Jul,07/31/2023 12:00:00 AM,BOX -Structure Fire,00-3606,1F,2,"(-97.783250,30.193535)",-97.78325,30.193535
23104919,2023,Jul,07/31/2023 12:00:00 AM,BOX -Structure Fire,00-4002,1F,1,"(-97.618189,30.394928)",-97.618189,30.394928
23105088,2023,Jul,07/31/2023 12:00:00 AM,BOX -Structure Fire,00-0603,1F,9,"(-97.761427,30.249744)",-97.761427,30.249744
23105678,2023,Aug,08/02/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.729686,30.240634)",-97.729686,30.240634
23105833,2023,Aug,08/02/2023 12:00:00 AM,BOX -Structure Fire,00-2006,1F,5,"(-97.798357,30.190191)",-97.798357,30.190191
23106095,2023,Aug,08/02/2023 12:00:00 AM,BOX -Structure Fire,00-1804,1F,4,"(-97.694818,30.330807)",-97.694818,30.330807
23106105,2023,Aug,08/02/2023 12:00:00 AM,BOX -Structure Fire,00-3607,1F,2,"(-97.777856,30.190845)",-97.777856,30.190845
23106636,2023,Aug,08/03/2023 12:00:00 AM,BOXL- Structure Fire,00-0202,1F,9,"(-97.742491,30.277010)",-97.742491,30.27701
23106884,2023,Aug,08/04/2023 12:00:00 AM,BOX -Structure Fire,00-4608,1F,5,"(-97.836485,30.158096)",-97.836485,30.158096
23107084,2023,Aug,08/04/2023 12:00:00 AM,BOXL- Structure Fire,00-1201,1F,10,"(-97.753299,30.324563)",-97.753299,30.324563
23107371,2023,Aug,08/05/2023 12:00:00 AM,BOX -Structure Fire,00-1402,1F,1,"(-97.704174,30.286410)",-97.704174,30.28641
23107383,2023,Aug,08/05/2023 12:00:00 AM,BOXL- Structure Fire,00-1202,1F,7,"(-97.747854,30.334665)",-97.747854,30.334665
23107518,2023,Aug,08/05/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2803,1F,7,"(-97.697425,30.407034)",-97.697425,30.407034
23107681,2023,Aug,08/05/2023 12:00:00 AM,BOXL- Structure Fire,00-2204,1F,3,"(-97.709918,30.228421)",-97.709918,30.228421
23107820,2023,Aug,08/06/2023 12:00:00 AM,BOX -Structure Fire,00-0802,1F,4,"(-97.699715,30.358758)",-97.699715,30.358758
23108069,2023,Aug,08/06/2023 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-0701,1F,3,"(-97.728939,30.262441)",-97.728939,30.262441
23108176,2023,Aug,08/06/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.752567,30.190684)",-97.752567,30.190684
23108408,2023,Aug,08/07/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2803,1F,7,"(-97.698401,30.408630)",-97.698401,30.40863
23108576,2023,Aug,08/07/2023 12:00:00 AM,BOXL- Structure Fire,00-0804,1F,7,"(-97.726951,30.370934)",-97.726951,30.370934
23108750,2023,Aug,08/07/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.687103,30.351937)",-97.687103,30.351937
23108752,2023,Aug,08/07/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.686365,30.348460)",-97.686365,30.34846
23109308,2023,Aug,08/09/2023 12:00:00 AM,BOXS - Still Box Alarm,00-2201,1F,3,"(-97.720590,30.224847)",-97.72059,30.224847
23109377,2023,Aug,08/09/2023 12:00:00 AM,BOX -Structure Fire,00-0302,1F,10,"(-97.753784,30.304492)",-97.753784,30.304492
23109419,2023,Aug,08/09/2023 12:00:00 AM,BOX -Structure Fire,00-1801,1F,1,"(-97.668225,30.319627)",-97.668225,30.319627
