incident_number,calendaryear,month,incdate,call_type,problem,responsearea,prioritydescription,council_district,location,longitude,latitude,census_tracts,tract_codes
22057239,2022,Apr,04/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-5102,1F,8,"(-97.816825,30.242452)",-97.816825,30.242452,['19.14'],['001914']
22058089,2022,May,05/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2004,1F,5,"(-97.804689,30.224339)",-97.804689,30.224339,['303'],['030300']
22058101,2022,May,05/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4504,1F,6,"(-97.801549,30.492948)",-97.801549,30.492948,['203.11'],['020311']
22058108,2022,May,05/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4204,1F,2,"(-97.669693,30.202288)",-97.669693,30.202288,['9800'],['980000']
22058598,2022,May,05/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4402,1F,6,"(-97.773633,30.436697)",-97.773633,30.436697,['204.06'],['020406']
22058600,2022,May,05/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0604,1F,9,"(-97.747132,30.256477)",-97.747132,30.256477,['14.01'],['001401']
22058789,2022,May,05/02/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0901,1F,9,"(-97.730275,30.305715)",-97.730275,30.305715,['3.02'],['000302']
22058814,2022,May,05/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,1F,5,"(-97.810439,30.209793)",-97.810439,30.209793,['304'],['030400']
22058840,2022,May,05/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-2608,1F,-,"(-97.647997,30.328685)",-97.647997,30.328685,['22.01'],['002201']
22058843,2022,May,05/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,1F,4,"(-97.693122,30.369972)",-97.693122,30.369972,['410'],['041000']
22058957,2022,May,05/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1801,1F,1,"(-97.665507,30.312335)",-97.665507,30.312335,['21.13'],['002113']
22058979,2022,May,05/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0805,1F,7,"(-97.737318,30.371638)",-97.737318,30.371638,['404'],['040400']
22059753,2022,May,05/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0203,1F,1,"(-97.722891,30.278484)",-97.722891,30.278484,['8.03'],['000803']
22059853,2022,May,05/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2608,1F,1,"(-97.643179,30.308117)",-97.643179,30.308117,['22.20'],['002220']
22059931,2022,May,05/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3605,1F,5,"(-97.808773,30.177126)",-97.808773,30.177126,['24.23'],['002423']
22060304,2022,May,05/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1101,1F,5,"(-97.773710,30.261628)",-97.77371,30.261628,['19.23'],['001923']
22060318,2022,May,05/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1601,1F,7,"(-97.718455,30.339694)",-97.718455,30.339694,['15.04'],['001504']
22060574,2022,May,05/06/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2201,1F,3,"(-97.722292,30.226728)",-97.722292,30.226728,['23.14'],['002314']
22060633,2022,May,05/06/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3611,1F,2,"(-97.778939,30.177144)",-97.778939,30.177144,['24.51'],['002451']
22060911,2022,May,05/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1702,1F,3,"(-97.778775,30.207076)",-97.778775,30.207076,['24.44'],['002444']
22061423,2022,May,05/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2205,1F,3,"(-97.696220,30.224102)",-97.69622,30.224102,['23.21'],['002321']
22061457,2022,May,05/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2403,1F,2,"(-97.748863,30.180471)",-97.748863,30.180471,['24.19'],['002419']
22061947,2022,May,05/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3404,1F,6,"(-97.780606,30.473023)",-97.780606,30.473023,['204.08'],['020408']
22062130,2022,May,05/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1002,1F,10,"(-97.759344,30.309380)",-97.759344,30.30938,['16.06'],['001606']
22062220,2022,May,05/09/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2205,1F,3,"(-97.691387,30.230083)",-97.691387,30.230083,['23.21'],['002321']
22062258,2022,May,05/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3203,1F,8,"(-97.790848,30.258522)",-97.790848,30.258522,['19.11'],['001911']
22062418,2022,May,05/10/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4004,1F,7,"(-97.668077,30.396712)",-97.668077,30.396712,['440'],['044000']
22062735,2022,May,05/10/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0303,1F,9,"(-97.734263,30.293638)",-97.734263,30.293638,['5'],['000500']
22062739,2022,May,05/10/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3301,1F,10,"(-97.768643,30.394788)",-97.768643,30.394788,['328'],['032800']
22062794,2022,May,05/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0602,1F,3,"(-97.756639,30.235145)",-97.756639,30.235145,['23.23'],['002323']
22062998,2022,May,05/11/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4204,1F,2,"(-97.668013,30.202302)",-97.668013,30.202302,['9800'],['980000']
22063092,2022,May,05/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4005,1F,7,"(-97.669464,30.433304)",-97.669464,30.433304,['442'],['044200']
22063155,2022,May,05/11/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2301,1F,4,"(-97.681609,30.358840)",-97.681609,30.35884,['416'],['041600']
22063167,2022,May,05/11/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0501,1F,3,"(-97.687103,30.267664)",-97.687103,30.267664,"['21.10', '21.11']","['002110', '002111']"
22063370,2022,May,05/12/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4001,1F,7,"(-97.663779,30.420911)",-97.663779,30.420911,['442'],['044200']
22063667,2022,May,05/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.678226,30.307852)",-97.678226,30.307852,['21.12'],['002112']
22063837,2022,May,05/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1504,1F,1,"(-97.709346,30.266780)",-97.709346,30.26678,['8.02'],['000802']
22063980,2022,May,05/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2806,1F,7,"(-97.726407,30.420569)",-97.726407,30.420569,['413'],['041300']
22064122,2022,May,05/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1504,1F,1,"(-97.699756,30.276195)",-97.699756,30.276195,['8.02'],['000802']
22064141,2022,May,05/13/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1101,1F,5,"(-97.760216,30.257529)",-97.760216,30.257529,['13.10'],['001310']
22064220,2022,May,05/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0504,1F,1,"(-97.674056,30.299425)",-97.674056,30.299425,['21.08'],['002108']
22064262,2022,May,05/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2303,1F,1,"(-97.673631,30.338921)",-97.673631,30.338921,['436'],['043600']
22064603,2022,May,05/14/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2202,1F,3,"(-97.725651,30.244175)",-97.725651,30.244175,['23.04'],['002304']
22064703,2022,May,05/14/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2303,1F,1,"(-97.677711,30.344883)",-97.677711,30.344883,['436'],['043600']
22064724,2022,May,05/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2601,1F,1,"(-97.644041,30.302426)",-97.644041,30.302426,['22.22'],['002222']
22065126,2022,May,05/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1401,1F,9,"(-97.704900,30.302484)",-97.7049,30.302484,['3.09'],['000309']
22065630,2022,May,05/16/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3504,1F,2,"(-97.691973,30.210019)",-97.691973,30.210019,['24.48'],['002448']
22065805,2022,May,05/16/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1805,1F,1,"(-97.680633,30.329594)",-97.680633,30.329594,['402'],['040200']
22066020,2022,May,05/17/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1903,1F,10,"(-97.751266,30.351280)",-97.751266,30.35128,['306'],['030600']
22066088,2022,May,05/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1503,1F,3,"(-97.696442,30.251033)",-97.696442,30.251033,['21.11'],['002111']
22066309,2022,May,05/17/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1504,1F,3,"(-97.700605,30.273121)",-97.700605,30.273121,['8.01'],['000801']
22066313,2022,May,05/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0803,1F,4,"(-97.712536,30.353525)",-97.712536,30.353525,['401'],['040100']
22066316,2022,May,05/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0803,1F,4,"(-97.712536,30.353525)",-97.712536,30.353525,['401'],['040100']
22066909,2022,May,05/19/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2202,1F,3,"(-97.722397,30.239106)",-97.722397,30.239106,['23.04'],['002304']
22066992,2022,May,05/19/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2004,1F,5,"(-97.796075,30.214635)",-97.796075,30.214635,['304'],['030400']
22067043,2022,May,05/19/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2004,1F,5,"(-97.799337,30.216591)",-97.799337,30.216591,['303'],['030300']
22067138,2022,May,05/19/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2504,1F,10,"(-97.747855,30.411233)",-97.747855,30.411233,['25'],['002500']
22067408,2022,May,05/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3607,1F,2,"(-97.777017,30.197019)",-97.777017,30.197019,['24.43'],['002443']
22067560,2022,May,05/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.741898,30.270476)",-97.741898,30.270476,['11.01'],['001101']
22068182,2022,May,05/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.701587,30.344937)",-97.701587,30.344937,['400'],['040000']
22068289,2022,May,05/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.725101,30.243235)",-97.725101,30.243235,['23.04'],['002304']
22068292,2022,May,05/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-2604,1F,-,"(-97.625753,30.283663)",-97.625753,30.283663,['22.11'],['002211']
22068553,2022,May,05/22/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1802,1F,1,"(-97.689198,30.312778)",-97.689198,30.312778,['21.06'],['002106']
22068718,2022,May,05/22/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,1,"(-97.701819,30.318320)",-97.701819,30.31832,['21.05'],['002105']
22068773,2022,May,05/22/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.725749,30.292607)",-97.725749,30.292607,['4.01'],['000401']
22068902,2022,May,05/23/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2203,1F,3,"(-97.719377,30.239078)",-97.719377,30.239078,['23.04'],['002304']
22069028,2022,May,05/23/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1706,1F,3,"(-97.760205,30.234295)",-97.760205,30.234295,['13.08'],['001308']
22069913,2022,May,05/24/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2402,1F,2,"(-97.748432,30.197054)",-97.748432,30.197054,['24.11'],['002411']
22069921,2022,May,05/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,1F,10,"(-97.801321,30.385021)",-97.801321,30.385021,['305'],['030500']
22070316,2022,May,05/25/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1101,1F,5,"(-97.759072,30.258906)",-97.759072,30.258906,['13.10'],['001310']
22070716,2022,May,05/26/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4104,1F,1,"(-97.614525,30.373053)",-97.614525,30.373053,['449'],['044900']
22070924,2022,May,05/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4206,1F,2,"(-97.666966,30.202624)",-97.666966,30.202624,['9800'],['980000']
22070998,2022,May,05/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2904,1F,5,"(-97.846478,30.169690)",-97.846478,30.16969,['319'],['031900']
22071131,2022,May,05/27/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0102,1F,1,"(-97.737950,30.271869)",-97.73795,30.271869,['11.01'],['001101']
22071207,2022,May,05/27/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0803,1F,4,"(-97.703079,30.355849)",-97.703079,30.355849,['401'],['040100']
22071326,2022,May,05/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,4,"(-97.703911,30.316978)",-97.703911,30.316978,['21.05'],['002105']
22071870,2022,May,05/28/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2104,1F,10,"(-97.741622,30.368791)",-97.741622,30.368791,['302'],['030200']
22072140,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.748897,30.265197)",-97.748897,30.265197,['11.02'],['001102']
22072233,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.642155,30.406236)",-97.642155,30.406236,['439'],['043900']
22072532,2022,May,05/29/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4003,1F,1,"(-97.654210,30.379306)",-97.65421,30.379306,['435'],['043500']
22072556,2022,May,05/29/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-3501,1F,2,"(-97.750272,30.213499)",-97.750272,30.213499,['24.11'],['002411']
22072662,2022,May,05/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.724670,30.235292)",-97.72467,30.235292,['23.16'],['002316']
22073062,2022,May,05/30/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3002,1F,7,"(-97.701998,30.399246)",-97.701998,30.399246,['418'],['041800']
22073273,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3611,1F,2,"(-97.783067,30.170950)",-97.783067,30.17095,['24.51'],['002451']
22073315,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1705,1F,5,"(-97.795512,30.234901)",-97.795512,30.234901,['19.22'],['001922']
22073530,2022,May,05/31/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3606,1F,2,"(-97.790616,30.184848)",-97.790616,30.184848,['24.22'],['002422']
22073552,2022,May,05/31/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0903,1F,4,"(-97.718786,30.321481)",-97.718786,30.321481,['15.03'],['001503']
22073590,2022,Jun,06/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2806,1F,7,"(-97.728679,30.417727)",-97.728679,30.417727,['413'],['041300']
22073889,2022,Jun,06/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0807,1F,7,"(-97.735549,30.397047)",-97.735549,30.397047,['325'],['032500']
22074130,2022,Jun,06/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0803,1F,4,"(-97.712536,30.353525)",-97.712536,30.353525,['401'],['040100']
22074466,2022,Jun,06/02/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2401,1F,2,"(-97.748142,30.191930)",-97.748142,30.19193,['24.12'],['002412']
22075065,2022,Jun,06/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3604,1F,5,"(-97.801420,30.168564)",-97.80142,30.168564,['24.38'],['002438']
22075240,2022,Jun,06/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2801,1F,7,"(-97.689532,30.427081)",-97.689532,30.427081,['452'],['045200']
22075272,2022,Jun,06/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2303,1F,1,"(-97.672119,30.328152)",-97.672119,30.328152,['436'],['043600']
22075695,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3102,1F,10,"(-97.807486,30.379733)",-97.807486,30.379733,['329'],['032900']
22075836,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2502,1F,6,"(-97.738789,30.409942)",-97.738789,30.409942,['325'],['032500']
22076013,2022,Jun,06/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1103,1F,5,"(-97.793116,30.250329)",-97.793116,30.250329,['19.22'],['001922']
22076166,2022,Jun,06/06/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3102,1F,10,"(-97.798330,30.380037)",-97.79833,30.380037,['305'],['030500']
22076399,2022,Jun,06/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,04-4410,1F,-,"(-97.729058,30.447933)",-97.729058,30.447933,['341'],['034100']
22076527,2022,Jun,06/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4003,1F,1,"(-97.652376,30.356743)",-97.652376,30.356743,['435'],['043500']
22076671,2022,Jun,06/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2205,1F,3,"(-97.694316,30.236766)",-97.694316,30.236766,['23.21'],['002321']
22076936,2022,Jun,06/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4204,1F,2,"(-97.664896,30.202205)",-97.664896,30.202205,['9800'],['980000']
22076940,2022,Jun,06/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3005,1F,4,"(-97.688756,30.377686)",-97.688756,30.377686,"['410', '409']","['041000', '040900']"
22077048,2022,Jun,06/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3102,1F,10,"(-97.788366,30.369510)",-97.788366,30.36951,['300'],['030000']
22077120,2022,Jun,06/08/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0802,1F,4,"(-97.699786,30.358102)",-97.699786,30.358102,['431'],['043100']
22077183,2022,Jun,06/08/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2301,1F,4,"(-97.676843,30.359636)",-97.676843,30.359636,['416'],['041600']
22077343,2022,Jun,06/08/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4001,1F,7,"(-97.664726,30.398737)",-97.664726,30.398737,['440'],['044000']
22077459,2022,Jun,06/08/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.739349,30.257291)",-97.739349,30.257291,['11.03'],['001103']
22077682,2022,Jun,06/09/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2201,1F,3,"(-97.721476,30.228929)",-97.721476,30.228929,['23.14'],['002314']
22078031,2022,Jun,06/10/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1402,1F,1,"(-97.698689,30.284616)",-97.698689,30.284616,['21.09'],['002109']
22078212,2022,Jun,06/10/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1402,1F,1,"(-97.698689,30.284616)",-97.698689,30.284616,['21.09'],['002109']
22078463,2022,Jun,06/10/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1205,1F,9,"(-97.732472,30.313530)",-97.732472,30.31353,['2.03'],['000203']
22078533,2022,Jun,06/11/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4004,1F,1,"(-97.657766,30.384171)",-97.657766,30.384171,['438'],['043800']
22078539,2022,Jun,06/11/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1402,1F,1,"(-97.698689,30.284616)",-97.698689,30.284616,['21.09'],['002109']
22078631,2022,Jun,06/11/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3005,1F,4,"(-97.691640,30.370809)",-97.69164,30.370809,['410'],['041000']
22079221,2022,Jun,06/12/2022 12:00:00 AM,Fire,BOXL- Structure Fire,SV-5107,1F,-,"(-97.815078,30.233775)",-97.815078,30.233775,['19.15'],['001915']
22079452,2022,Jun,06/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2203,1F,3,"(-97.718708,30.235648)",-97.718708,30.235648,['23.24'],['002324']
22080018,2022,Jun,06/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.684412,30.385730)",-97.684412,30.38573,['419'],['041900']
22080626,2022,Jun,06/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2801,1F,7,"(-97.677783,30.412480)",-97.677783,30.41248,['421'],['042100']
22080689,2022,Jun,06/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2202,1F,3,"(-97.718647,30.240234)",-97.718647,30.240234,['23.04'],['002304']
22080753,2022,Jun,06/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2101,1F,10,"(-97.749186,30.352938)",-97.749186,30.352938,['323'],['032300']
22080929,2022,Jun,06/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2402,1F,2,"(-97.741850,30.204476)",-97.74185,30.204476,['24.13'],['002413']
22081057,2022,Jun,06/15/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4201,1F,2,"(-97.641297,30.203302)",-97.641297,30.203302,['23.19'],['002319']
22081353,2022,Jun,06/16/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.741485,30.292780)",-97.741485,30.29278,['6.01'],['000601']
22081487,2022,Jun,06/16/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0806,1F,7,"(-97.724311,30.382391)",-97.724311,30.382391,['454'],['045400']
22081488,2022,Jun,06/16/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1201,1F,10,"(-97.754940,30.328791)",-97.75494,30.328791,['1.01'],['000101']
22081654,2022,Jun,06/16/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0402,1F,9,"(-97.759031,30.290999)",-97.759031,30.290999,['16.05'],['001605']
22082169,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0701,1F,1,"(-97.726374,30.268508)",-97.726374,30.268508,['8.04'],['000804']
22082219,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3503,1F,3,"(-97.724988,30.224966)",-97.724988,30.224966,['23.13'],['002313']
22082265,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-5106,1F,5,"(-97.795957,30.229094)",-97.795957,30.229094,['303'],['030300']
22082267,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2906,1F,8,"(-97.854653,30.181499)",-97.854653,30.181499,['313'],['031300']
22082533,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2401,1F,2,"(-97.760134,30.193220)",-97.760134,30.19322,['24.12'],['002412']
22082554,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1201,1F,7,"(-97.752159,30.322698)",-97.752159,30.322698,['1.01'],['000101']
22082573,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2903,1F,5,"(-97.817699,30.181026)",-97.817699,30.181026,['318'],['031800']
22082575,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,1F,4,"(-97.710996,30.375807)",-97.710996,30.375807,['408'],['040800']
22082662,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1801,1F,1,"(-97.687625,30.321049)",-97.687625,30.321049,['21.12'],['002112']
22082741,2022,Jun,06/18/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1804,1F,4,"(-97.703825,30.332368)",-97.703825,30.332368,['434'],['043400']
22082897,2022,Jun,06/19/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1503,1F,3,"(-97.704272,30.251917)",-97.704272,30.251917,"['21.11', '9.02']","['002111', '000902']"
22083115,2022,Jun,06/19/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1204,1F,7,"(-97.728853,30.321958)",-97.728853,30.321958,['2.05'],['000205']
22083708,2022,Jun,06/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0101,1F,1,"(-97.731906,30.271813)",-97.731906,30.271813,['8.04'],['000804']
22083771,2022,Jun,06/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0602,1F,9,"(-97.746432,30.228627)",-97.746432,30.228627,['23.23'],['002323']
22083787,2022,Jun,06/21/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2203,1F,3,"(-97.718708,30.235648)",-97.718708,30.235648,['23.24'],['002324']
22083977,2022,Jun,06/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1709,1F,3,"(-97.769150,30.205429)",-97.76915,30.205429,['24.03'],['002403']
22083992,2022,Jun,06/21/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,4,"(-97.704065,30.317053)",-97.704065,30.317053,['21.05'],['002105']
22085071,2022,Jun,06/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.741794,30.267779)",-97.741794,30.267779,['11.01'],['001101']
22085233,2022,Jun,06/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0805,1F,7,"(-97.731129,30.365835)",-97.731129,30.365835,['404'],['040400']
22085271,2022,Jun,06/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231,['2.06'],['000206']
22085642,2022,Jun,06/24/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0301,1F,9,"(-97.744537,30.289306)",-97.744537,30.289306,['6.06'],['000606']
22085882,2022,Jun,06/25/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2801,1F,7,"(-97.681194,30.423319)",-97.681194,30.423319,['421'],['042100']
22086716,2022,Jun,06/26/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0702,1F,3,"(-97.714315,30.253509)",-97.714315,30.253509,['9.02'],['000902']
22086797,2022,Jun,06/26/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.641189,30.406738)",-97.641189,30.406738,['443'],['044300']
22087026,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1706,1F,3,"(-97.765313,30.233119)",-97.765313,30.233119,"['13.08', '13.07']","['001308', '001307']"
22087070,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2003,1F,5,"(-97.828441,30.216886)",-97.828441,30.216886,['321'],['032100']
22087366,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3601,1F,2,"(-97.796187,30.170448)",-97.796187,30.170448,['24.37'],['002437']
22087407,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3003,1F,7,"(-97.679324,30.399779)",-97.679324,30.399779,['412'],['041200']
22087421,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4610,1F,8,"(-97.860261,30.149950)",-97.860261,30.14995,['371'],['037100']
22087442,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1903,1F,10,"(-97.755506,30.342598)",-97.755506,30.342598,['306'],['030600']
22087537,2022,Jun,06/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1403,1F,9,"(-97.712437,30.287706)",-97.712437,30.287706,['4.02'],['000402']
