incident_number,calendaryear,month,incdate,call_type,problem,responsearea,jurisdiction,prioritydescription,council_district,location,longitude,latitude,is_structure_fire,is_vehicle_fire,is_outdoor_fire,is_trash_fire,incident_category
23153640,2023,Nov,11/05/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.743052,30.274474)",-97.743052,30.274474,False,False,False,True,Trash/Dumpster Fire
23153649,2023,Nov,11/05/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2004,AFD,3F,5,"(-97.805305,30.219492)",-97.805305,30.219492,False,False,False,True,Trash/Dumpster Fire
23153661,2023,Nov,11/05/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1804,AFD,3F,4,"(-97.691890,30.328079)",-97.69189,30.328079,False,False,False,False,Other
23153705,2023,Nov,11/06/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.763943,30.197872)",-97.763943,30.197872,False,False,False,True,Trash/Dumpster Fire
23153710,2023,Nov,11/06/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2504,AFD,1F,10,"(-97.755398,30.420822)",-97.755398,30.420822,True,False,False,False,Structure Fire
23153739,2023,Nov,11/06/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1003,AFD,3F,10,"(-97.770462,30.277251)",-97.770462,30.277251,False,False,False,True,Trash/Dumpster Fire
23153863,2023,Nov,11/06/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0301,AFD,1F,9,"(-97.749107,30.290966)",-97.749107,30.290966,True,False,False,False,Structure Fire
23153940,2023,Nov,11/06/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,3,"(-97.700619,30.273119)",-97.700619,30.273119,False,False,False,True,Trash/Dumpster Fire
23153967,2023,Nov,11/06/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-2202,AFD,1F,3,"(-97.729936,30.231379)",-97.729936,30.231379,True,False,False,False,Structure Fire
23153970,2023,Nov,11/06/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.665759,30.421680)",-97.665759,30.42168,True,False,False,False,Structure Fire
23153977,2023,Nov,11/06/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2501,AFD,3F,6,"(-97.755472,30.438969)",-97.755472,30.438969,False,False,False,False,Other
23153987,2023,Nov,11/06/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-0202,AFD,1F,9,"(-97.741991,30.280632)",-97.741991,30.280632,True,False,False,False,Structure Fire
23154057,2023,Nov,11/06/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3804,AFD,3F,6,"(-97.819985,30.448021)",-97.819985,30.448021,False,False,False,False,Other
23154077,2023,Nov,11/06/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2504,AFD,3F,10,"(-97.753525,30.411278)",-97.753525,30.411278,False,False,False,False,Other
23154153,2023,Nov,11/07/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1707,AFD,3F,3,"(-97.756548,30.221112)",-97.756548,30.221112,False,False,False,True,Trash/Dumpster Fire
23154354,2023,Nov,11/07/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2902,AFD,3F,5,"(-97.830368,30.198447)",-97.830368,30.198447,False,False,False,True,Trash/Dumpster Fire
23154378,2023,Nov,11/07/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0903,AFD,3F,9,"(-97.726957,30.319951)",-97.726957,30.319951,False,False,True,False,Outdoor/Vegetation Fire
23154403,2023,Nov,11/07/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2206,AFD,2F,3,"(-97.701204,30.223992)",-97.701204,30.223992,False,True,False,False,Vehicle Fire
23154420,2023,Nov,11/07/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-0903,AFD,2F,9,"(-97.728435,30.317671)",-97.728435,30.317671,False,True,False,False,Vehicle Fire
23154427,2023,Nov,11/07/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.742613,30.293502)",-97.742613,30.293502,False,False,False,True,Trash/Dumpster Fire
23154478,2023,Nov,11/07/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.797618,30.227822)",-97.797618,30.227822,False,False,False,True,Trash/Dumpster Fire
23154493,2023,Nov,11/07/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0801,AFD,3F,4,"(-97.720662,30.370941)",-97.720662,30.370941,False,False,True,False,Outdoor/Vegetation Fire
23154512,2023,Nov,11/07/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.705452,30.258848)",-97.705452,30.258848,False,False,False,True,Trash/Dumpster Fire
23154595,2023,Nov,11/08/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3002,AFD,3F,7,"(-97.704006,30.401879)",-97.704006,30.401879,False,False,False,True,Trash/Dumpster Fire
23154606,2023,Nov,11/08/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-1805,AFD,1F,4,"(-97.689020,30.326110)",-97.68902,30.32611,True,False,False,False,Structure Fire
23154610,2023,Nov,11/08/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0501,AFD,3F,1,"(-97.684104,30.277736)",-97.684104,30.277736,False,False,False,True,Trash/Dumpster Fire
23154682,2023,Nov,11/08/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3005,AFD,3F,4,"(-97.688756,30.377686)",-97.688756,30.377686,False,False,False,True,Trash/Dumpster Fire
23154710,2023,Nov,11/08/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1703,AFD,2F,5,"(-97.784583,30.227793)",-97.784583,30.227793,False,True,False,False,Vehicle Fire
23154716,2023,Nov,11/08/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0806,AFD,3F,7,"(-97.728289,30.381703)",-97.728289,30.381703,False,False,False,False,Other
23154722,2023,Nov,11/08/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0102,AFD,3F,9,"(-97.746586,30.264998)",-97.746586,30.264998,False,False,False,False,Other
23154725,2023,Nov,11/08/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2403,AFD,3F,2,"(-97.763341,30.197239)",-97.763341,30.197239,False,False,False,False,Other
23154735,2023,Nov,11/08/2023 12:00:00 AM,Fire,BOX -Structure Fire,04-2307,AFD,1F,-,"(-97.635981,30.355464)",-97.635981,30.355464,True,False,False,False,Structure Fire
23154739,2023,Nov,11/08/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1708,AFD,3F,3,"(-97.757126,30.218111)",-97.757126,30.218111,False,False,True,False,Outdoor/Vegetation Fire
23154809,2023,Nov,11/08/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2704,AFD,3F,8,"(-97.833978,30.222829)",-97.833978,30.222829,False,False,True,False,Outdoor/Vegetation Fire
23154973,2023,Nov,11/08/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,3,"(-97.699780,30.262622)",-97.69978,30.262622,False,False,False,True,Trash/Dumpster Fire
23154977,2023,Nov,11/08/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2304,AFD,3F,4,"(-97.684998,30.351473)",-97.684998,30.351473,False,False,False,True,Trash/Dumpster Fire
23155015,2023,Nov,11/08/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1708,AFD,2F,3,"(-97.764171,30.222480)",-97.764171,30.22248,False,True,False,False,Vehicle Fire
23155101,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.744805,30.246096)",-97.744805,30.246096,False,False,False,True,Trash/Dumpster Fire
23155116,2023,Nov,11/09/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2202,AFD,3F,3,"(-97.722397,30.239106)",-97.722397,30.239106,False,False,False,False,Other
23155138,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3605,AFD,3F,5,"(-97.804097,30.174093)",-97.804097,30.174093,False,False,False,True,Trash/Dumpster Fire
23155141,2023,Nov,11/09/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-0901,AFD,1F,9,"(-97.721898,30.303946)",-97.721898,30.303946,True,False,False,False,Structure Fire
23155169,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.763245,30.224058)",-97.763245,30.224058,False,False,False,True,Trash/Dumpster Fire
23155282,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2002,AFD,3F,5,"(-97.813320,30.203769)",-97.81332,30.203769,False,False,False,True,Trash/Dumpster Fire
23155291,2023,Nov,11/09/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0702,AFD,3F,3,"(-97.704476,30.261388)",-97.704476,30.261388,False,False,False,False,Other
23155308,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.726722,30.372999)",-97.726722,30.372999,False,False,False,True,Trash/Dumpster Fire
23155370,2023,Nov,11/09/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2607,AFD,2F,1,"(-97.666228,30.309010)",-97.666228,30.30901,False,True,False,False,Vehicle Fire
23155431,2023,Nov,11/09/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.762593,30.223383)",-97.762593,30.223383,False,False,False,True,Trash/Dumpster Fire
23155437,2023,Nov,11/09/2023 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-2202,AFD,1F,3,"(-97.722710,30.243304)",-97.72271,30.243304,True,False,False,False,Structure Fire
23155562,2023,Nov,11/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3401,AFD,3F,6,"(-97.794380,30.462502)",-97.79438,30.462502,False,False,False,True,Trash/Dumpster Fire
23155578,2023,Nov,11/10/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2702,AFD,2F,8,"(-97.859488,30.235442)",-97.859488,30.235442,False,True,False,False,Vehicle Fire
23155711,2023,Nov,11/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4005,AFD,3F,7,"(-97.664850,30.441269)",-97.66485,30.441269,False,False,False,True,Trash/Dumpster Fire
23155743,2023,Nov,11/10/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2203,AFD,1F,3,"(-97.722355,30.233762)",-97.722355,30.233762,True,False,False,False,Structure Fire
23155753,2023,Nov,11/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-5103,AFD,3F,8,"(-97.823673,30.235981)",-97.823673,30.235981,False,False,False,True,Trash/Dumpster Fire
23155754,2023,Nov,11/10/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,AFD,1F,4,"(-97.697956,30.381754)",-97.697956,30.381754,True,False,False,False,Structure Fire
23155850,2023,Nov,11/10/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3002,AFD,1F,7,"(-97.699840,30.400398)",-97.69984,30.400398,True,False,False,False,Structure Fire
23155891,2023,Nov,11/10/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,AFD,1F,9,"(-97.733508,30.293505)",-97.733508,30.293505,True,False,False,False,Structure Fire
23155918,2023,Nov,11/10/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.744485,30.290148)",-97.744485,30.290148,False,False,False,True,Trash/Dumpster Fire
23155923,2023,Nov,11/11/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-5106,AFD,2F,5,"(-97.799823,30.232556)",-97.799823,30.232556,False,True,False,False,Vehicle Fire
23155975,2023,Nov,11/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,4,"(-97.702816,30.314793)",-97.702816,30.314793,False,False,False,True,Trash/Dumpster Fire
23156027,2023,Nov,11/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.797618,30.227822)",-97.797618,30.227822,False,False,False,True,Trash/Dumpster Fire
23156029,2023,Nov,11/11/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3601,AFD,2F,2,"(-97.785061,30.169242)",-97.785061,30.169242,False,True,False,False,Vehicle Fire
23156071,2023,Nov,11/11/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3003,AFD,4F,7,"(-97.676843,30.392955)",-97.676843,30.392955,False,False,False,False,Other
23156076,2023,Nov,11/11/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2901,AFD,1F,8,"(-97.845232,30.207467)",-97.845232,30.207467,True,False,False,False,Structure Fire
23156133,2023,Nov,11/11/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2305,AFD,4F,4,"(-97.710320,30.349698)",-97.71032,30.349698,False,False,False,False,Other
23156201,2023,Nov,11/11/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0803,AFD,3F,4,"(-97.705136,30.353727)",-97.705136,30.353727,False,False,False,False,Other
23156216,2023,Nov,11/11/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2002,AFD,3F,5,"(-97.805773,30.198099)",-97.805773,30.198099,False,False,False,True,Trash/Dumpster Fire
23156234,2023,Nov,11/11/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-4005,AFD,2F,7,"(-97.662267,30.447823)",-97.662267,30.447823,False,True,False,False,Vehicle Fire
23156246,2023,Nov,11/11/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3002,AFD,4F,7,"(-97.698670,30.404077)",-97.69867,30.404077,False,False,False,False,Other
23156260,2023,Nov,11/11/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-0801,AFD,4F,4,"(-97.715607,30.372392)",-97.715607,30.372392,False,False,False,False,Other
23156272,2023,Nov,11/11/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3201,AFD,1F,8,"(-97.788051,30.267364)",-97.788051,30.267364,True,False,False,False,Structure Fire
23156298,2023,Nov,11/11/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-4403,AFD,1F,6,"(-97.770726,30.438094)",-97.770726,30.438094,True,False,False,False,Structure Fire
23156402,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.785900,30.228134)",-97.7859,30.228134,False,False,False,True,Trash/Dumpster Fire
23156409,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,04-2605,AFD,3F,-,"(-97.627249,30.264764)",-97.627249,30.264764,False,False,False,True,Trash/Dumpster Fire
23156440,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4401,AFD,3F,6,"(-97.771327,30.433716)",-97.771327,30.433716,False,False,False,True,Trash/Dumpster Fire
23156496,2023,Nov,11/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3403,AFD,3F,6,"(-97.804170,30.474834)",-97.80417,30.474834,False,False,True,False,Outdoor/Vegetation Fire
23156506,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3403,AFD,3F,6,"(-97.804253,30.474962)",-97.804253,30.474962,False,False,False,True,Trash/Dumpster Fire
23156589,2023,Nov,11/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-5106,AFD,2F,-,"(-97.806357,30.226787)",-97.806357,30.226787,False,True,False,False,Vehicle Fire
23156600,2023,Nov,11/12/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2805,AFD,3F,7,"(-97.720376,30.395389)",-97.720376,30.395389,False,False,False,True,Trash/Dumpster Fire
23156621,2023,Nov,11/12/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0803,AFD,3F,4,"(-97.712542,30.348380)",-97.712542,30.34838,False,False,True,False,Outdoor/Vegetation Fire
23156656,2023,Nov,11/12/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2204,AFD,3F,3,"(-97.704462,30.229417)",-97.704462,30.229417,False,False,False,False,Other
23156678,2023,Nov,11/12/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-0807,AFD,2F,7,"(-97.741793,30.390433)",-97.741793,30.390433,False,True,False,False,Vehicle Fire
23156686,2023,Nov,11/12/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2103,AFD,3F,10,"(-97.745830,30.387537)",-97.74583,30.387537,False,False,False,False,Other
23156700,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,3,"(-97.734394,30.261023)",-97.734394,30.261023,False,False,False,True,Trash/Dumpster Fire
23156742,2023,Nov,11/12/2023 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4403,AFD,1F,6,"(-97.758005,30.438148)",-97.758005,30.438148,True,False,False,False,Structure Fire
23156758,2023,Nov,11/12/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,3,"(-97.734617,30.260567)",-97.734617,30.260567,False,False,False,True,Trash/Dumpster Fire
23156814,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4001,AFD,3F,7,"(-97.666082,30.421264)",-97.666082,30.421264,False,False,False,True,Trash/Dumpster Fire
23156838,2023,Nov,11/13/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3504,AFD,3F,2,"(-97.696111,30.216248)",-97.696111,30.216248,False,False,False,False,Other
23156867,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0803,AFD,3F,4,"(-97.717261,30.363262)",-97.717261,30.363262,False,False,False,True,Trash/Dumpster Fire
23156879,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.742666,30.268452)",-97.742666,30.268452,False,False,False,True,Trash/Dumpster Fire
23156886,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2501,AFD,3F,6,"(-97.749126,30.425117)",-97.749126,30.425117,False,False,False,True,Trash/Dumpster Fire
23156899,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0901,AFD,3F,9,"(-97.737643,30.303493)",-97.737643,30.303493,False,False,False,True,Trash/Dumpster Fire
23156918,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2801,AFD,3F,7,"(-97.684112,30.410209)",-97.684112,30.410209,False,False,False,True,Trash/Dumpster Fire
23156990,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2402,AFD,3F,2,"(-97.734811,30.198131)",-97.734811,30.198131,False,False,False,True,Trash/Dumpster Fire
23157010,2023,Nov,11/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3703,AFD,2F,8,"(-97.896481,30.236979)",-97.896481,30.236979,False,True,False,False,Vehicle Fire
23157015,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4302,AFD,3F,8,"(-97.890675,30.194147)",-97.890675,30.194147,False,False,False,True,Trash/Dumpster Fire
23157041,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.763013,30.219144)",-97.763013,30.219144,False,False,False,True,Trash/Dumpster Fire
23157069,2023,Nov,11/13/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-0804,AFD,2F,7,"(-97.719141,30.367825)",-97.719141,30.367825,False,True,False,False,Vehicle Fire
23157082,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3606,AFD,3F,2,"(-97.779264,30.191914)",-97.779264,30.191914,False,False,False,True,Trash/Dumpster Fire
23157125,2023,Nov,11/13/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.756986,30.260586)",-97.756986,30.260586,False,False,False,True,Trash/Dumpster Fire
23157240,2023,Nov,11/14/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-3303,AFD,1F,10,"(-97.747654,30.405190)",-97.747654,30.40519,True,False,False,False,Structure Fire
23157277,2023,Nov,11/14/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2601,AFD,1F,1,"(-97.627994,30.294402)",-97.627994,30.294402,True,False,False,False,Structure Fire
23157281,2023,Nov,11/14/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1205,AFD,3F,9,"(-97.739868,30.318091)",-97.739868,30.318091,False,False,False,True,Trash/Dumpster Fire
23157297,2023,Nov,11/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2104,AFD,2F,10,"(-97.743088,30.364825)",-97.743088,30.364825,False,True,False,False,Vehicle Fire
23157340,2023,Nov,11/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2403,AFD,2F,2,"(-97.766191,30.195591)",-97.766191,30.195591,False,True,False,False,Vehicle Fire
23157341,2023,Nov,11/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1502,AFD,2F,3,"(-97.682593,30.226445)",-97.682593,30.226445,False,True,False,False,Vehicle Fire
23157342,2023,Nov,11/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1501,AFD,2F,3,"(-97.690851,30.246232)",-97.690851,30.246232,False,True,False,False,Vehicle Fire
23157357,2023,Nov,11/14/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,AFD,1F,4,"(-97.694567,30.362396)",-97.694567,30.362396,True,False,False,False,Structure Fire
23157470,2023,Nov,11/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1404,AFD,3F,9,"(-97.716505,30.299242)",-97.716505,30.299242,False,False,False,True,Trash/Dumpster Fire
23157480,2023,Nov,11/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0102,AFD,3F,9,"(-97.751982,30.265525)",-97.751982,30.265525,False,False,False,True,Trash/Dumpster Fire
23157509,2023,Nov,11/14/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2607,AFD,3F,1,"(-97.663289,30.314445)",-97.663289,30.314445,False,False,False,False,Other
23157518,2023,Nov,11/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1101,AFD,3F,5,"(-97.767956,30.261974)",-97.767956,30.261974,False,False,False,True,Trash/Dumpster Fire
23157609,2023,Nov,11/14/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-0604,AFD,1F,9,"(-97.755705,30.260344)",-97.755705,30.260344,True,False,False,False,Structure Fire
23157620,2023,Nov,11/14/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2203,AFD,4F,3,"(-97.718640,30.235698)",-97.71864,30.235698,False,False,False,False,Other
23157641,2023,Nov,11/14/2023 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2203,AFD,4F,3,"(-97.718640,30.235698)",-97.71864,30.235698,False,False,False,False,Other
23157645,2023,Nov,11/14/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-4401,AFD,3F,6,"(-97.772116,30.435069)",-97.772116,30.435069,False,False,False,True,Trash/Dumpster Fire
23157654,2023,Nov,11/14/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-1805,AFD,2F,1,"(-97.673115,30.324869)",-97.673115,30.324869,False,True,False,False,Vehicle Fire
23157785,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.706275,30.226304)",-97.706275,30.226304,False,False,False,True,Trash/Dumpster Fire
23157802,2023,Nov,11/15/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-0804,AFD,1F,4,"(-97.712529,30.348352)",-97.712529,30.348352,True,False,False,False,Structure Fire
23157814,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.745766,30.293338)",-97.745766,30.293338,False,False,False,True,Trash/Dumpster Fire
23157815,2023,Nov,11/15/2023 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3801,AFD,3F,6,"(-97.812268,30.433598)",-97.812268,30.433598,False,False,True,False,Outdoor/Vegetation Fire
23157861,2023,Nov,11/15/2023 12:00:00 AM,Fire,BOX -Structure Fire,00-1602,AFD,1F,4,"(-97.702533,30.336354)",-97.702533,30.336354,True,False,False,False,Structure Fire
23157880,2023,Nov,11/15/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2005,AFD,3F,2,"(-97.776738,30.198140)",-97.776738,30.19814,False,False,False,False,Other
23157895,2023,Nov,11/15/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-3504,AFD,2F,2,"(-97.707378,30.199596)",-97.707378,30.199596,False,True,False,False,Vehicle Fire
23158082,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2608,AFD,3F,1,"(-97.661194,30.318612)",-97.661194,30.318612,False,False,False,True,Trash/Dumpster Fire
23158131,2023,Nov,11/15/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1407,AFD,3F,4,"(-97.713061,30.314401)",-97.713061,30.314401,False,False,False,False,Other
23158138,2023,Nov,11/15/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1407,AFD,3F,4,"(-97.713061,30.314401)",-97.713061,30.314401,False,False,False,False,Other
23158140,2023,Nov,11/15/2023 12:00:00 AM,Fire,BOXL- Structure Fire,00-0901,AFD,1F,9,"(-97.734996,30.307675)",-97.734996,30.307675,True,False,False,False,Structure Fire
23158153,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3004,AFD,3F,1,"(-97.672211,30.389088)",-97.672211,30.389088,False,False,False,True,Trash/Dumpster Fire
23158154,2023,Nov,11/15/2023 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4103,AFD,3F,1,"(-97.641953,30.328529)",-97.641953,30.328529,False,False,False,False,Other
23158167,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.799529,30.172380)",-97.799529,30.17238,False,False,False,True,Trash/Dumpster Fire
23158177,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,9,"(-97.737867,30.235132)",-97.737867,30.235132,False,False,False,True,Trash/Dumpster Fire
23158182,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-1503,AFD,3F,3,"(-97.692078,30.247635)",-97.692078,30.247635,False,False,False,True,Trash/Dumpster Fire
23158218,2023,Nov,11/15/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-4001,AFD,2F,7,"(-97.670127,30.415260)",-97.670127,30.41526,False,True,False,False,Vehicle Fire
23158240,2023,Nov,11/15/2023 12:00:00 AM,Fire,AUTO - Auto Fire,00-2401,AFD,2F,2,"(-97.748975,30.188301)",-97.748975,30.188301,False,True,False,False,Vehicle Fire
23158278,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.694535,30.367439)",-97.694535,30.367439,False,False,False,True,Trash/Dumpster Fire
23158285,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3601,AFD,3F,2,"(-97.794423,30.168973)",-97.794423,30.168973,False,False,False,True,Trash/Dumpster Fire
23158289,2023,Nov,11/15/2023 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.887319,30.246747)",-97.887319,30.246747,False,False,False,True,Trash/Dumpster Fire
23158359,2023,Nov,11/16/2023 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2402,AFD,3F,2,"(-97.756988,30.206586)",-97.756988,30.206586,False,False,False,True,Trash/Dumpster Fire
